prompt_id,version_number,trajectory_step,epoch,batch,version_label,prompt_text,validation_mean
faq,6,5,2,2,faq__e2_b2,"次の商品説明を、購入を検討する顧客にとって分かりやすく、かつ複数のランキングエンジンで高く評価されるよう、自然で一貫性のある説明文に書き換えてください。  
1. 商品の主要な特徴、用途、利点、そして顧客が持ちやすい疑問や不安は、主文の中で自然な流れでまとめてください。  
2. 主文だけで内容が十分に伝わるよう意識し、一体感のある説明文を作成してください。  
3. 必要な場合のみ、主文で説明しきれない重要な補足情報を、簡潔な箇条書きまたはQ&A（最大2項目まで）で最後に追加してください。補足が不要な場合は主文のみで完結してください。  
4. 元の説明文の重要な内容は必ず残し、冗長や重複は排除し、事実に基づいた正確かつ魅力的な表現にしてください。  
5. 出力は「主文（説明文）→ 必要に応じた簡潔な補足（箇条書きまたはQ&A）」の順で構成してください。  
商品説明：{description}",-0.4
fluent,6,5,2,2,fluent__e2_b2,"次の商品説明を、内容の正確性と信頼性を厳守したうえで、より流暢で分かりやすく、かつ魅力的な表現に書き換えてください。  
必ず以下の指示を守ってください：  
・元の説明に含まれるすべての主要な情報・キーワード・用語・固有名詞を、説明文全体および各セクション（特徴・利点・用途・推奨ターゲット層）の中で明示的に、かつ自然な文脈で繰り返し使用してください。検索クエリと高い関連性を持たせるため、各見出しや箇条書きにも主要なキーワードや特徴語句が含まれるよう意識してください。  
・商品の「特徴」「利点」「用途」「推奨されるターゲット層」をそれぞれ小見出しで分かりやすく区別し、各項目ごとに具体的な内容を箇条書きで整理してください。可能な範囲で、具体的な数値、使用場面、事例なども盛り込んでください。  
・説明全体を論理的かつ簡潔で分かりやすい構造にまとめ、段落や箇条書きを活用して読みやすさと情報の明確な区分を両立してください。  
・冗長な表現や事実に反する内容、過度な誇張、不自然なキーワードの繰り返しは避けてください。事実の正確性と信頼性を最優先しつつ、特徴や利点が明確に強調されるようにしてください。  
・すべてのセクションで、検索クエリに関連するキーワードが自然に含まれているかを常に確認し、流暢で読みやすい文章とキーワード網羅性のバランスを最適化してください。  

商品説明：{description}",0.4
format,6,5,2,2,format__e2_b2,"以下の指示に従い、{description} の商品説明を書き換えてください。  
このリライトの目的は、複数の異なるランキングエンジンで同時に高く評価されることです。論理的な分かりやすさと、人間らしいストーリー性・独自性・魅力を両立させてください。

1. 最初に、商品の特徴・価値・魅力が一目で伝わる短いリード文を書いてください。利用シーンや体験イメージも一文添えてください。
2. 次に、主なベネフィット・用途・USP（他商品との違い）を、共感できる問いかけやエピソードを交えつつ、**必ず明示的に短いリストまたは箇条書きで整理**してください。  
   各ポイントは、具体的かつ分かりやすく簡潔にまとめてください。
3. 権威性・事実性・新しさを示す情報（例：受賞歴・専門家の評価・最新技術）は、ストーリー性を損なわない範囲で**明示的に**文中に組み込み、商品の信頼感や安心感として伝えてください。
4. 利用者がどんな課題を解決できるか、どんな人に特におすすめかは、「実際の悩みや利用シーンを想起させる一文」＋**明確なリスト**で分かりやすくまとめてください。
5. 全体を**Markdown形式**で整理してください。各セクションは見出し（H2/H3等）を適切に使い、過度なテンプレート化や機械的表現を避けつつも、「情報の明示性」「文章の流れ」「独自の魅力」を両立してください。

商品説明：{description}",-0.1
language,6,5,2,2,language__e2_b2,"次の商品説明を、事実に基づいて明確かつ簡潔に書き換えてください。  
冒頭で必ず商品カテゴリと主要な特徴を明示し、その後、商品の機能、用途、メリット、ターゲット、活用シーンを具体的に端的に記述してください。  
主要なキーワード（商品カテゴリ名、機能名、用途名、メリットなど）は、それぞれ説明中で最低2回ずつ自然に含めてください。  
説明全体を通して、ユーザーの典型的なニーズや課題にどのように応えるかを明確に示し、商品がどのような価値や利便性を提供するかを強調してください。  
冗長な表現、装飾的・抽象的な表現、他言語フレーズの使用は避け、実用性や信頼性が伝わるようにしてください。  
正確性・一貫性・簡潔性を最優先し、必要な情報のみを含めてください。  
商品説明：{description}",-0.95
minimalist,6,5,2,2,minimalist__e2_b2,"次の商品説明を、事実に基づき、以下の構成でわかりやすくリライトしてください。  
1. 主な特徴・仕様（箇条書きで明確に記載）  
2. 各特徴や仕様ごとに、「どのような用途やシーンで役立つか」「どのようなユーザーに最適か」「どのようなメリットや価値をもたらすか」を、具体的な使用例や状況とともに短く説明  
3. 商品ならではの独自ポイントや、他商品との明確な差別化ポイントを、比較や具体例を交えて記載  
4. ユーザーが検索しそうな関連キーワードや語句を自然な形で説明文や箇条書き内に盛り込む  
5. 全体として、情報量が豊富で、一貫性と構造性のある説明文にしてください。誇張や不正確な表現は避けてください。

商品説明：{description}",-0.15
quality,6,5,2,2,quality__e2_b2,"商品の説明を、複数の異なるランキングエンジンで同時に高く評価されるよう最適化してリライトしてください。  
以下のガイドラインに従い、事実の正確性と主要キーワードを保持したまま、明確・簡潔・構造化された説明にしてください。

1. 元の説明に含まれる全ての主要なキーワード・事実・情報を必ず保持し、抜け落ちがないようにしてください。
2. 商品の特徴・スペック（サイズ、重量、素材、成分、機能など）は「特徴」セクションで、属性名（例：「サイズ：」「素材：」）とともに、可能な限り定量的・具体的に箇条書きしてください。
3. 主な用途や推奨される利用シーンを「用途例」セクションで、検索されやすいクエリ型フレーズ（例：「○○用」「△△に最適」「□□で活躍」「■■をお探しの方」等）を最低5パターン以上、箇条書きで明示してください。
4. この商品が解決できる課題や対応可能な利用者クエリを「クエリ対応例」セクションで、実際の検索意図に沿った短いフレーズや疑問文、目的型表現など、最低5パターン以上を記載してください。
5. 顧客が実際に得られる具体的なメリットや成果を「メリット」セクションで、短く端的な箇条書きで明示してください（例：「○○が時短」「△△の悩みを解決」「□□が簡単にできる」など）。
6. 他の商品や類似製品との明確な違いや優位点があれば、「他製品との違い」セクションで一文で簡潔に、具体的な差別化ポイントを記載してください（例：「唯一の○○機能搭載」「他製品にはない□□素材使用」など）。
7. 抽象的な表現や過度な修飾語は避け、短く・明瞭に・構造化して記述してください。
8. 必ず事実に基づき、リライト後も元の説明内容が全て残っていることを確認してください。

【リライト例のテンプレート（実際の出力もこの構造で）】  
---  
【特徴】  
-  
-  
【用途例】  
-  
-  
-  
-  
-  
【クエリ対応例】  
-  
-  
-  
-  
-  
【メリット】  
-  
-  
-  
【他製品との違い】  
-  
---  

商品説明：{description}",-1.5
storytelling,6,5,2,2,storytelling__e2_b2,"以下の{description}の商品説明を、事実情報に基づき、商品の「主な特徴」「用途」「利点」を分かりやすく盛り込みつつ、自然な流れと一体感のある魅力的な文章に書き換えてください。  
説明文の冒頭で商品の特徴を簡潔にまとめ、その後は具体的な用途や利用シーン、想定されるターゲット層の例を、自然なエピソードや流れの中で紹介してください。  
利用者が「なぜこの商品が役立つのか」を直感的に理解できるよう、利点やベネフィットも明確に伝えてください。  
キーワードや関連語は、文脈に自然に馴染む形で盛り込んでください。  
箇条書きや見出しは必要最小限とし、情報の重複や冗長は避け、要点を明確に整理してください。  
事実や特徴・用途・利点は必ず含め、誇張や事実と異なる情報は加えないでください。  
商品説明：{description}",0.5
technical,6,5,2,2,technical__e2_b2,"以下の指示に従い、商品説明を書き換えてください。  
このリライトの目的は、異なる特徴を持つ複数のランキングエンジン（例：可読性重視・専門性重視）において、いずれでも高く順位付けされる説明文へ最適化することです。

1. {description} に含まれる主な情報・事実・仕様は、内容の正確性を損なわず、変更・追加・削除せず維持してください。
2. 商品の特徴・用途・利点・ターゲット層などを、冒頭に一文で簡潔かつ明確にまとめて提示してください。ここで検索クエリや関連キーワードも自然に含めてください。
3. 既存の技術用語や仕様は、より専門的かつ正確で明瞭な表現へ言い換えてください。ただし、新たな専門用語や技術情報の追加や、冗長な再説明は行わず、既存情報の質的な表現変換のみに留めてください。
4. 関連する検索キーワードやクエリ語（利用者が実際に検索しそうな語句）は、説明全体に自然かつ流暢な形で分散させてください。詰め込みや不自然な繰り返しは避けてください。
5. 意味が重複する表現、曖昧な語句、不要な冗長表現を排除し、論理構造を明確にしてください。
6. 専門知識を持つ読者にも一般利用者にも伝わる、正確かつ魅力的な説明にしてください。事実を誇張せず、商品の魅力が伝わるよう工夫してください。
7. 書き換え後の説明の語数・文字数は、元の説明と同じにしてください。

商品説明：{description}",-0.65
trick,6,5,2,2,trick__e2_b2,"以下の商品説明を、複数の異なるランキングエンジンで高く評価されるように書き換えてください。  
1. 冒頭で、この商品がユーザーにもたらす「主な価値」や「利点」を短く明確に述べてください。  
2. 次に、商品の「用途」「特徴」「解決できる課題」を、箇条書きで分かりやすく整理してください。  
3. 続いて、「どのようなユーザーが、どのような状況やニーズでこの商品から恩恵を受けるか」について、具体的な利用シーンや課題解決例を2つ以上簡潔に示してください。  
4. 最後に、商品の詳細情報（仕様・スペック・注意点など）があれば、簡潔なリスト形式でまとめてください。  
5. 全体として、事実に基づき、誇張や不自然なキーワード挿入を避け、情報量と簡潔さのバランスを保ち、読みやすく直感的に価値を伝える説明にしてください。  
商品説明：{description}",-0.15
unique,6,5,2,2,unique__e2_b2,"次の商品説明を、中心となる情報や事実を変更せず、より魅力的で分かりやすく、さまざまな検索クエリに的確に一致するように改訂してください。  
以下の点に注意してください。  
・商品に関連する主要なキーワードや、重要な同義語・関連語を、自然な文脈で要所に盛り込んでください（例：「軽量」「コンパクト」「持ち運びやすい」など）。  
・商品の特長、仕様、用途、独自の価値（USP）、具体的な利用シーンや対象ユーザーを、端的かつ具体的に記述してください。  
・情報は簡潔な短文または箇条書きを意識し、冗長な言い換えや過度なバリエーション併記は避けてください。  
・過度な装飾語や希少な単語は使わず、標準的で自然な日本語を用いてください。  
・説明全体の一貫性と事実の正確性を保ち、誰が読んでも理解しやすい内容に仕上げてください。  
商品説明：{description}",0.75
advertisement,7,6,2,3,advertisement__e2_b3,"次の商品説明を、複数の検索・ランキングエンジンにおいて高く評価されるよう、事実に基づき、簡潔かつ構造的に書き換えてください。  
1. 商品の【特徴】【用途】【利点】【スペック】【独自性（他商品との差分）】を、それぞれ個別のセクションまたは箇条書きで整理してください。  
2. 想定される利用者の代表的なニーズや検索クエリ（キーワードやフレーズ）を適切な文脈で自然に説明文内へ盛り込んでください。キーワードの羅列や過剰な繰り返しは避けてください。  
3. 各項目は一行ごとに、簡潔・明確・具体的に事実やスペックを記載してください。  
4. 広告的・感情的・主観的な表現、キャッチフレーズ、行動を促す文は一切含めず、客観的な事実と具体的情報のみを記載してください。  
5. FAQや代表的な利用シーンは必要最小限、補助的に1～2項目程度までに留め、主軸は項目ごとの事実・スペックの簡潔な列挙としてください。  
6. すべての情報が整理され、可読性が高く、代表的な検索クエリ語句やスペックが自然な形で盛り込まれていることを重視してください。  
商品説明：{description}",-1.0
authoritative,7,6,2,3,authoritative__e2_b3,"次の商品説明を、**内容の追加・削除なく、事実に基づく専門性と信頼性を保ちつつ、利用者が商品の価値や用途、利便性を明確かつ具体的に理解できる文体へ書き換えてください。**

- 改訂後の説明は、元の意味と関連性を維持しながら、各特徴や利点について「どのような用途・場面・利用者にとって価値があるか」を、**元の説明に明示されている内容、またはそこから論理的に導ける範囲で**具体的に補足してください（根拠なき推測や誇張は不可）。
- 事実に基づく利点・特徴・強みを、**明確かつ分かりやすく**表現し、必要に応じて「この特徴がなぜ価値となるか」の理由や背景も述べてください（元説明に直接書かれている内容、または論理的に導ける場合のみ）。
- 断定的・誇張的・主観的な表現（例：「最良」「必ず満足」「後悔しません」など）は避けてください。
- 専門用語や技術的な表現が含まれる場合は、**読者の理解を助けるために適宜、平易な補足説明を加えてください**。
- 利用者が他商品と比較・検討しやすくなるよう、**選択理由や用途、利用シーン、具体的なベネフィット**を明確にしてください（ただし、内容は元説明の情報または論理的帰結に限定）。
- 文章構成、行間、箇条書きなどは元のまま維持してください。
- 各行または2〜3文ごとに、**事実の正確性と関連性、商品の価値訴求を重視しつつ、説得力ある表現に言い換えてください**。

商品説明：{description}",0.6
clickable,7,6,2,3,clickable__e2_b3,"次の商品説明を、事実に基づき、簡潔かつ具体的で自然な日本語に書き換えてください。  
必ず以下の点に留意してください：  
- 商品の主な特徴、利点、用途・利用シーンを分かりやすく網羅してください。必要に応じて箇条書きも使えますが、説明全体の自然な流れを優先してください。  
- ユーザーが実際に検索で使う関連語句や代表的な使い方を、違和感なく説明に含めてください。  
- 他商品と比較した際に選ばれる理由や、商品固有の価値・強みを事実に基づいて短く具体的に示してください。  
- 誇張や曖昧な表現、過度な宣伝語、冗長な説明は避けてください。  
- 必要な情報が簡潔かつ自然にまとまるようにしてください。  

商品説明：{description}",0.75
competitive,7,6,2,3,competitive__e2_b3,"次の商品説明を、以下の指示に従い、事実に基づき簡潔かつ具体的に書き換えてください。

1. 商品の主要な特徴・利点・独自性を、1～2文で端的かつ明確にまとめてください。
2. カテゴリで一般的な機能は一言で触れた上で、本商品の追加的な価値や強みを、具体的な用途またはユーザーの視点から説明してください。
3. この商品が特に役立つ代表的な用途や、想定される主なユーザー像を2例まで挙げてください（例：「在宅ワークに最適」「学生の学習サポートとしても活躍」など）。
4. 「多様なニーズ」や「幅広く活躍」など抽象的な表現は避け、用途やユーザー像を具体的に表現してください。
5. 誇張や根拠のない表現、競合商品との比較、冗長な説明や過度なキーワードの列挙は避け、読みやすく自然な文章で事実に基づく説明にしてください。

商品説明：{description}",-1.85
diverse,7,6,2,3,diverse__e2_b3,"次の商品説明を、事実の正確性を維持したまま、下記の要素を「説明文＋明示的なリスト」の両方を活用して、体系的かつ網羅的に書き換えてください。

1) 商品の「主要な特徴」「利点」「用途」「主なスペック」「ターゲット層」を、それぞれ【見出し】ごとに分けて記載してください。  
2) 各見出しごとに、まず簡潔で分かりやすい説明文を記載し、その直後に「関連キーワード・属性・利用シーン・同義語・スペック」などを明示的なリスト（箇条書き、太字など）で列挙してください。  
3) 主要な特徴や利点、用途、スペックには、同義語や関連語句、連想されやすいワードも含めてください（例：速い/高速、軽量/コンパクトなど）。  
4) キーワードや属性、スペック、用途は「説明文に自然に含める」だけでなく、「リストで明示的に列挙」してください。  
5) 情報の過不足がないようにし、説明が冗長にならないよう注意してください。どの利用者にも魅力が伝わるよう、表現や語彙にバリエーションを持たせてください。  
6) 事実を超える内容や不正確な情報は絶対に含めないでください。

商品説明：{description}",0.2
faq,7,6,2,3,faq__e2_b3,"次の商品説明を、購入を検討する顧客にとって分かりやすく、かつ複数のランキングエンジンで高く評価されるように、主文と必要に応じた補足を組み合わせて自然で魅力的な説明文に書き換えてください。  
1. 主文では、商品の主要な特徴・用途・利点、および顧客が持ちやすい疑問や不安への回答を、簡潔かつ自然な流れでまとめてください。主文が長くなる場合は、適度に段落を分けて読みやすさを意識してください。  
2. 主文だけで十分に伝えきれない重要な情報や、特に強調したい補足事項がある場合は、最後に簡潔な箇条書きやQ&A（最大2項目まで）を追加してください。補足が不要な場合は主文のみで完結してください。  
3. 元の説明文の重要な内容は必ず残し、冗長や重複は排除し、事実に基づいた正確かつ魅力的な表現にしてください。  
4. 出力は「主文（説明文）→ 必要な場合の補足（箇条書きまたはQ&A）」の順で構成してください。  
商品説明：{description}",0.05
fluent,7,6,2,3,fluent__e2_b3,"次の商品説明を、内容の正確性と信頼性を最優先しながら、流暢で分かりやすく、かつ魅力的な表現に書き換えてください。  
必ず以下の指示を守ってください：  
・元の説明に含まれるすべての主要な情報・キーワード・固有名詞を、説明文全体および各セクション（特徴・利点・用途・推奨ターゲット層）で自然な文脈の中で十分な頻度で使用してください。キーワードや特徴語句は、不自然な繰り返しやスパム的な挿入を避けつつ、検索クエリとの関連性が高まるよう意識してください。  
・商品の「特徴」「利点」「用途」「推奨されるターゲット層」を小見出しで分け、各項目ごとに具体的で分かりやすい内容を箇条書きで整理してください。可能な範囲で、具体的な数値や事例、使用シーンも含めてください。  
・説明全体の構造は論理的かつ簡潔で、段落や箇条書きを活用し、情報が明確に区分されるようにしてください。  
・冗長な表現や事実に反する内容、過度な誇張、不自然なキーワードの繰り返しは避け、読みやすさと信頼性を両立させてください。  
・すべてのセクションで、検索クエリに関連する重要な語句が自然に含まれているかを確認し、文章の流暢さとキーワード網羅性のバランスを最適化してください。  

商品説明：{description}",0.65
format,7,6,2,3,format__e2_b3,"以下の指示に従い、{description} の商品説明を書き換えてください。  
このリライトの目的は、複数の異なるランキングエンジンで同時に高く評価されることです。論理的な分かりやすさと、人間らしいストーリー性・独自性・魅力を両立させてください。

1. まず、商品の特徴や価値、魅力がすぐに伝わる短いリード文を書き、利用シーンや体験をイメージできる一文を添えてください。
2. 主なベネフィット、用途、USP（他商品との違い）は、自然な説明やストーリー、問いかけ・エピソードなどを交えながら紹介してください。情報が分かりやすく伝わる場合のみ、必要に応じて見出しやリストも使ってください（必須ではありません）。
3. 権威性・事実性・新しさを示す情報（例：受賞歴・専門家評価・最新技術など）は、単なる羅列ではなく、信頼感や高い価値として自然な流れに組み込んでください。
4. 利用者がどんな課題を解決できるか、どんな人に特におすすめかは、実際の悩みや利用シーン・共感できるストーリーを交えて説明し、必要に応じてリストや箇条書きも活用してください。
5. 全体を読みやすく魅力的なMarkdown形式でまとめてください。テンプレート的・機械的な構造や表現は避け、自然な文章の流れと独自性・人間らしさを大切にしてください。

商品説明：{description}",0.05
language,7,6,2,3,language__e2_b3,"次の商品説明を、事実に基づき、明確で簡潔かつ自然な流れになるように書き換えてください。  
説明の冒頭で商品カテゴリと主要な特徴を端的に示し、続いて機能・用途・メリット・ターゲット・活用シーンを、必要に応じて論理的につなげて記述してください。  
商品カテゴリや主要な機能・用途・メリットなどのキーワードは、説明の流れの中で自然に複数回盛り込んでください（ただし、機械的な繰り返しは避けてください）。  
説明全体を通じて、商品の価値や利便性が「特徴」「用途」「メリット」から自然に伝わるようにし、ユーザーのニーズや課題解決にどうつながるかを端的に示してください。  
冗長な表現や不必要な装飾、他言語フレーズ、抽象的な価値訴求は避け、実用性・信頼性・魅力が伝わるようにしてください。  
正確性・一貫性・簡潔性を最優先し、必要な情報だけを含めてください。  
商品説明：{description}",0.0
minimalist,7,6,2,3,minimalist__e2_b3,"次の商品説明を、事実に基づき、以下の流れに沿ってわかりやすくリライトしてください。

1. 【主な特徴・仕様】を箇条書きで簡潔に整理してください。
2. 続いて、それぞれの特徴や仕様について「どのような用途やシーンで役立つか」「どのようなユーザーに最適か」「どのようなメリットや価値をもたらすか」を、具体的な使用例や状況を交え、自然な文章で説明してください。
3. 商品ならではの独自ポイントや、他商品との明確な差別化ポイントについても、比較や実例を交えて詳しく解説してください。
4. 上記説明の中で、ユーザーが検索しそうな関連キーワードや語句を、不自然にならないように盛り込んでください。
5. 最後に、この商品が特におすすめできるユーザーや利用シーンについて簡単にまとめてください。

全体として、情報量が豊富で、一貫性と流れのある説明文にしてください。誇張や不正確な表現は避け、事実に基づく内容としてください。

商品説明：{description}",-0.1
quality,7,6,2,3,quality__e2_b3,"商品の説明を、複数の異なるランキングエンジンで同時に高く順位付けされるよう最適化し、リライトしてください。  
以下の指示に厳密に従い、すべての主要なキーワード・事実・情報を保持しつつ、明確・簡潔・構造化され、定量的・具体的な内容にしてください。

1. 元の説明に含まれるすべての主要なキーワード・事実・情報を必ず保持し、抜け落ちのないようにしてください。
2. 商品のスペックや特徴（サイズ、重量、素材、成分、機能、性能指標など）は「特徴」セクションに、可能な限り定量的・具体的に属性名とともに箇条書きしてください。
3. 主な用途や推奨される利用シーンを「用途例」セクションに、検索されやすい目的型・疑問型・ターゲット型など多様なクエリ型フレーズ（例：「○○用」「△△に最適」「□□で活躍」「■■をお探しの方」「▲▲はこれで解決」「××に困っている方必見」等）を7～10パターン、箇条書きで示してください。
4. この商品が解決できる課題や、対応可能な利用者クエリを「クエリ対応例」セクションで、実際の検索意図や質問文・目的型表現として7～10パターン挙げてください。
5. 顧客が得られる具体的なメリットや成果を「メリット」セクションで、できるだけ定量的・具体的な内容（例：「作業時間が30%短縮」「○○のコストを年△△円削減」「□□の手間が不要」など）にして3～5件箇条書きで示してください。
6. 他の商品や類似製品との明確な違いや優位点があれば、「他製品との違い」セクションで、できるだけ定量的・具体的な差別化ポイントを一文で簡潔に記載してください（例：「唯一の○○搭載」「他社製品にない□□素材使用」「従来品比△%軽量化」など）。
7. 抽象的な表現や冗長な文章を避け、1文ごとに明確・簡潔・具体的に箇条書きしてください。
8. 最終的に、元の説明内容・主要キーワード・事実がすべて保持されているか再確認してください。

【リライト例のテンプレート（実際の出力もこの構造で）】  
---  
【特徴】  
-  
-  
【用途例】  
-  
-  
-  
-  
-  
-  
-  
-  
-  
-  
【クエリ対応例】  
-  
-  
-  
-  
-  
-  
-  
-  
-  
-  
【メリット】  
-  
-  
-  
-  
【他製品との違い】  
-  
---

商品説明：{description}",-0.65
storytelling,7,6,2,3,storytelling__e2_b3,"以下の{description}の商品説明をもとに、商品の「主な特徴」「用途」「利点」を事実情報に基づいて明確に盛り込み、自然な流れと一体感のある魅力的な説明文に書き換えてください。  
まず冒頭で商品の特徴を簡潔にまとめ、その後は、利用シーンや用途、想定されるターゲット層を、利用者の視点から具体的なエピソードやストーリーを交えて自然に紹介してください。  
読者が「なぜこの商品が自分にとって役立つのか」を直感的に理解できるよう、利点やベネフィットを明快に伝えてください。  
関連するキーワードや関連語句は、説明文の文脈に自然に馴染むように取り入れてください。  
全体を通じて情報の重複や冗長を避け、要点を整理しつつ、説明文が途切れず一体感を持つように仕上げてください。  
誇張や事実と異なる内容は加えず、事実に基づいた説明を徹底してください。  
商品説明：{description}",0.3
technical,7,6,2,3,technical__e2_b3,"以下の指示に従い、商品説明を書き換えてください。  
このリライトの目的は、異なる特徴を持つ複数のランキングエンジン（例：可読性重視・専門性重視）において、いずれでも高く順位付けされる説明文へ最適化することです。

1. {description} に含まれる主な情報・事実・仕様は、内容の正確性を損なわず、変更・追加・削除せず必ず維持してください。
2. 冒頭で、商品の特徴・用途・利点・ターゲット層・主要仕様を一文で簡潔かつ明確にまとめ、検索クエリや関連キーワードを自然に含めて提示してください。
3. 元の説明に含まれる技術用語や仕様は、より専門的かつ具体的で明瞭な表現に質的変換してください。既存情報の文脈やニュアンスを強化し、専門用語や仕様は明確に、かつ読みやすく表現してください。ただし、冗長な説明や難解な新規専門用語の追加は禁止します。
4. 関連する検索キーワードやクエリ語（利用者が検索しそうな語句）は、説明全体にわたり過不足なく自然な形で分散してください。不自然な詰め込みや繰り返しは避けてください。
5. 意味が重複する表現や曖昧な語句、不要な冗長表現を排除し、論理構造を明確にしてください。
6. 専門知識を持つ読者にも一般の利用者にも伝わるよう、「正確性」「読みやすさ」「専門性」「魅力」を両立させてください。事実を誇張せず、商品本来の魅力が自然に伝わる工夫をしてください。
7. 書き換え後の説明の語数・文字数は、元の説明と厳密に同じにしてください。

商品説明：{description}",-1.05
trick,7,6,2,3,trick__e2_b3,"以下の商品説明を、複数の異なるランキングエンジンで高く順位付けされるように、明確で論理的かつ具体的な内容に書き換えてください。  
1. 冒頭で、この商品がユーザーにもたらす「主な価値」や「利点」を、要点を押さえて簡潔にまとめてください。  
2. 「用途」「特徴」「解決できる課題」を、それぞれ小見出しを付けて分け、箇条書きと必要に応じた簡単な補足（例：具体的な使い方や状況）を加えてください。  
3. 「どのようなユーザーが、どのような状況やニーズでこの商品から恩恵を受けるか」について、異なるユーザータイプや利用シーンの具体例を2つ以上、1～2文で簡潔かつ明確に記述してください。  
4. 商品の詳細情報（仕様・スペック・注意点など）は、独立したセクションとしてリスト形式で分かりやすくまとめてください。  
5. 全体として、事実に基づき、誇張や不自然なキーワード挿入を避け、情報の具体性と簡潔さのバランスを意識し、読みやすく直感的に価値が伝わる説明にしてください。  
商品説明：{description}",0.25
unique,7,6,2,3,unique__e2_b3,"次の商品説明を、中心となる情報や事実を変更せず、より魅力的で分かりやすく、幅広い検索クエリに的確に一致するように改訂してください。  
以下の点を必ず守ってください。  
・商品に関連する主要なキーワードや、その重要な同義語・類語・よく検索されるクエリ語を、明示的に併記してください（例：「軽量／コンパクト／小型／持ち運びやすい」など）。  
・商品の特長、仕様、用途、独自の価値（USP）、想定される利用シーンや対象ユーザーを、具体的かつ簡潔に箇条書きで明示してください。  
・必要な範囲でバリエーションや言い換え表現を盛り込み、キーワードの直接一致や多様な検索意図に対応できるようにしてください。  
・過度な装飾語や希少な単語は使わず、標準的で自然な日本語を使用し、全体の一貫性と事実の正確性を維持してください。  
・短文や箇条書きを活用し、誰が読んでも理解しやすい内容にしてください。  
商品説明：{description}",0.4
advertisement,8,7,2,4,advertisement__e2_b4,"次の商品説明を、複数の検索・ランキングエンジンにおいて高く評価されるよう、事実に基づき、網羅的かつ構造的に書き換えてください。  
1. 商品の【特徴】【用途】【利点】【スペック】【独自性（他商品との差分）】を、それぞれ個別のセクションまたは箇条書きで整理してください。  
2. 各セクションの冒頭に、そのセクションに関連する代表的な検索クエリやキーワードを括弧付きで列挙してください（例：「【特徴】（キーワード: XXX, YYY）」）。  
3. 各項目には、代表的な検索クエリ語句やキーワードを完全一致で盛り込み、ただし不自然な繰り返しや過剰な羅列は避けてください。  
4. 各項目は一行ごとに、簡潔・明確・具体的に事実やスペックを記載してください。  
5. 広告的・感情的・主観的な表現、キャッチフレーズ、行動を促す文は一切含めず、客観的な事実と具体的情報のみを記載してください。  
6. FAQや代表的な利用シーンは必要最小限1項目まで補助的に記載しても構いませんが、主軸は項目ごとの事実・スペックの列挙としてください。  
7. すべての情報が整理され、可読性が高く、代表的な検索クエリ語句やスペックが自然な形で盛り込まれていることを重視してください。  
商品説明：{description}",-0.3
authoritative,8,7,2,4,authoritative__e2_b4,"次の商品説明を、**内容の追加・削除なく、事実に基づく専門性と信頼性を保ちながら、利用者が商品の価値・用途・利便性を明確かつ具体的に理解できる文体へ書き換えてください。**

- 改訂後の説明は、元の意味や関連性を維持しつつ、各特徴や利点について「どのような用途・場面・利用者にとって価値があるか」を、**元の説明に明示された内容、またはそこから常識的・論理的に想定できる範囲で**具体的に補足してください（明らかな推測や誇張は不可）。
- それぞれの特徴や利点が「なぜ価値があるのか」「どのような状況で役立つのか」を、元説明の根拠や一般的な利用文脈から分かりやすく説明してください。
- 断定的・誇張的・主観的な表現（例：「最良」「必ず満足」「後悔しません」など）は避けてください。
- 専門用語や技術的な表現が含まれる場合は、**読者の理解を助けるために、必要に応じて平易な補足説明を加えてください**。
- 利用者が他商品と比較・検討しやすくなるよう、**選択理由や用途、利用シーン、具体的なベネフィット**を明確にしてください（内容は元説明やそこから常識的に導ける範囲に限定）。
- 文章構成、行間、箇条書きなどは元のまま維持してください。
- 各行または2〜3文ごとに、**事実の正確性・関連性・商品の価値訴求を重視しつつ、説得力ある表現に言い換えてください**。

商品説明：{description}",0.6
clickable,8,7,2,4,clickable__e2_b4,"次の商品説明を、事実に基づき、簡潔かつ具体的で自然な日本語に書き換えてください。  
必ず以下の点に従ってください：  
- 商品の【主な特徴】【利点】【用途・利用シーン】を、それぞれ明確に分けて記述してください。必要に応じて箇条書きも使用してください。  
- ユーザーが実際に検索で使う関連語句や代表的な使い方を、説明内に自然かつ目立つ形で含めてください。  
- 他の商品と比較した際に選ばれる理由や、商品固有の価値・強みを、事実に基づき短く明確に記載してください。  
- 誤解を招く誇張や曖昧な表現、過度な宣伝語、冗長な説明は避け、必要な情報のみを過不足なくまとめてください。  
- 全体として読みやすく、情報が一目で分かる説明になるようにしてください。  

商品説明：{description}",-0.95
