reranker_label,model_display,reranker_model,prompt_id,intent_id,test_initial_long,test_optimized_long,recovery_optimized_minus_initial
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-065,1,-1,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-066,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-067,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-068,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-070,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-071,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-072,3,0,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-073,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-074,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-075,-1,-4,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-076,7,7,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-077,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-079,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,fluent,INTENT-080,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-051,-1,-9,-8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-053,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-054,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-055,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-056,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-057,-5,1,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-058,-2,-5,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-059,3,-2,-5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-060,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-061,1,2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-062,-3,-2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-064,-1,-4,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-065,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-068,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-070,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-072,0,4,4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-073,2,2,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-074,0,-8,-8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-075,-3,-4,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-076,7,7,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-079,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,format,INTENT-080,2,0,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-051,-9,-1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-053,-7,1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-054,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-055,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-056,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-057,-7,0,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-058,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-059,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-060,0,-3,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-061,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-062,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-063,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-064,-4,-2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-065,-3,-1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-067,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-068,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-069,-9,0,9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-072,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-073,-6,-5,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-074,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-076,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-077,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-079,1,-1,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,language,INTENT-080,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-051,0,-9,-9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-052,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-053,-7,1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-054,-9,-1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-055,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-056,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-057,-7,-7,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-058,-4,2,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-059,-6,3,9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-060,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-061,-6,0,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-062,-3,-2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-064,-4,-4,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-065,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-068,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-069,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-070,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-072,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-073,-5,2,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-074,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-076,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-079,-5,-2,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,minimalist,INTENT-080,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-051,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-053,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-054,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-055,1,-4,-5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-056,-5,-5,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-057,-6,1,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-058,1,-5,-6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-059,3,0,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-060,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-061,1,2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-062,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-064,-4,-4,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-065,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-067,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-068,2,-1,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-070,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-071,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-072,0,3,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-073,2,-5,-7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-074,-4,-8,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-076,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-079,-2,-1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,quality,INTENT-080,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-051,-9,-9,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-052,-9,0,9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-053,-7,0,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-054,-9,-1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-055,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-056,-5,-2,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-057,-7,0,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-058,-5,1,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-059,-6,0,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-060,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-061,-6,-1,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-062,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-064,-4,-2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-065,-3,-2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-067,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-068,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-069,-9,-1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-071,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-072,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-073,-6,2,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-074,-8,0,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-076,0,7,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-078,-9,0,9
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-079,-6,-1,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,storytelling,INTENT-080,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-051,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-052,-2,0,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-053,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-054,0,-3,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-055,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-056,-2,2,4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-057,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-058,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-059,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-060,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-061,0,-2,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-062,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-063,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-064,-4,-4,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-065,1,1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-067,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-068,1,2,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-069,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-070,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-071,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-072,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-073,-5,2,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-074,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-075,-3,-3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-076,0,7,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-077,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-079,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,technical,INTENT-080,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-051,-9,-1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-053,-7,1,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-054,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-055,-1,1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-056,1,-1,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-057,-2,-7,-5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-058,4,1,-3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-059,-6,0,6
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-060,0,-2,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-061,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-062,-3,0,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-064,-4,-4,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-065,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-068,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-069,0,-4,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-070,-4,-1,3
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-071,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-072,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-073,-6,2,8
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-074,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-075,-4,-3,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-076,0,7,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-077,-1,0,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-079,-1,-2,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,trick,INTENT-080,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-051,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-052,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-053,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-054,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-055,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-056,2,-2,-4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-057,-5,0,5
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-058,-3,4,7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-059,3,3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-060,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-061,1,0,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-062,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-063,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-064,-2,-4,-2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-065,-3,-1,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-066,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-067,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-068,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-069,-4,0,4
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-070,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-071,0,2,2
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-072,4,4,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-073,2,-5,-7
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-074,0,-1,-1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-075,-3,-3,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-076,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-077,-1,-1,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-078,0,0,0
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-079,0,1,1
Model F,Gemini 3.5 Flash,gemini-3.5-flash-lite,unique,INTENT-080,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-051,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-052,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-053,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-054,-6,2,8
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-055,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-056,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-057,-4,-1,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-058,-7,-2,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-059,-3,4,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-060,-4,-4,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-061,-6,0,6
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-062,1,0,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-063,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-064,-8,-2,6
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-065,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-066,-2,0,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-067,-1,1,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-068,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-069,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-070,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-071,-3,0,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-072,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-073,-7,0,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-074,-3,2,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-075,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-076,-6,-6,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-077,-2,1,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-078,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-079,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,advertisement,INTENT-080,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,authoritative,INTENT-051,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,authoritative,INTENT-052,-2,0,2
